date,CCAA_ISO,TEMP_PROM,TEMP_MIN,TEMP_MAX
2020-04-24,IB,15.2,3.2,23.6
2020-04-24,MC,15.2,4.2,21.9
2020-04-24,MD,14.8,3.8,23.5
2020-04-24,ML,16.7,15.2,18.2
2020-04-24,NC,16.4,7.2,24.8
2020-04-24,PV,16.9,9.1,25.4
2020-04-24,RI,14.8,6.6,23.2
2020-04-24,VC,15.2,5.3,22.8
2020-04-25,AN,15.2,6,21.7
2020-04-25,AR,14.5,2,26.5
2020-04-25,AS,14.1,7,21
2020-04-25,CB,14.4,3.8,21.7
2020-04-25,CE,16.5,14.8,18.3
2020-04-25,CL,13.7,2.8,24.6
2020-04-25,CM,14.2,2,24.9
2020-04-25,CN,16.4,-0.3,25.1
2020-04-25,CT,14.6,3.6,24.6
2020-04-25,EX,16,8.1,23.8
2020-04-25,GA,13.8,6.5,22.3
2020-04-25,IB,15.7,4.6,22.4
2020-04-25,MC,13.5,7.1,17.5
2020-04-25,MD,14.5,4.3,24.1
2020-04-25,NC,16.6,9.2,25.7
2020-04-25,PV,16.5,7.4,23.3
2020-04-25,RI,14.8,5.8,25.8
2020-04-25,VC,14.1,2.7,22.4
2020-04-26,AN,15.4,5,24.7
2020-04-26,AR,14.2,1.7,26.1
2020-04-26,AS,12.8,4.5,18.6
2020-04-26,CB,14.3,3.8,21.1
2020-04-26,CE,17.3,14.4,20.3
2020-04-26,CL,12.4,2.6,23.1
2020-04-26,CM,14.4,5.5,22.3
2020-04-26,CN,16.4,2,28.1
2020-04-26,CT,14.8,3.4,25.2
2020-04-26,EX,13.2,6.4,19.8
2020-04-26,GA,12.7,5.7,19.2
2020-04-26,IB,17.7,8.3,24.2
2020-04-26,MC,16.9,7.1,26.3
2020-04-26,MD,13.9,3.4,21.5
2020-04-26,ML,18.2,14.8,21.5
2020-04-26,NC,15.7,6.5,23.9
2020-04-26,PV,15.9,10.1,21.5
2020-04-26,RI,14.6,5,21.3
2020-04-26,VC,15.9,4.9,26.1
2020-04-27,AN,14.8,4,24.5
2020-04-27,AR,13.3,-1.5,24.2
2020-04-27,AS,12.1,2.3,18.9
2020-04-27,CB,12.1,1,18.5
2020-04-27,CE,17.9,13.6,22.2
2020-04-27,CL,10.4,1.6,19.5
2020-04-27,CM,12.4,5.9,19.9
2020-04-27,CN,17.1,1.6,26.7
2020-04-27,CT,14.5,4.4,24
2020-04-27,EX,13.2,4.8,20.3
2020-04-27,GA,12,4.4,18
2020-04-27,IB,16.8,7.1,24.4
2020-04-27,MC,17.3,6.2,25.5
2020-04-27,MD,11.3,1.3,18
2020-04-27,ML,18.8,15.3,22.2
2020-04-27,NC,14.2,6.9,22.7
2020-04-27,PV,13.5,5.7,21
2020-04-27,RI,12.8,2.4,19.8
2020-04-27,VC,17,6.7,26.6
2020-04-28,AN,15.5,5.7,24.9
2020-04-28,AR,11.7,-2,22.8
2020-04-28,AS,12,1.8,19.5
2020-04-28,CB,11.5,1.1,17.9
2020-04-28,CE,17.5,14,21
2020-04-28,CL,9.5,-1.3,19.4
2020-04-28,CM,11.5,2.8,19.3
2020-04-28,CN,17.4,1.2,26.5
2020-04-28,CT,14.2,2.5,24.8
2020-04-28,EX,12.5,3.4,21.3
2020-04-28,GA,11.9,3.3,18.8
2020-04-28,IB,17.8,8.2,24.7
2020-04-28,MC,16.4,6.2,25.3
2020-04-28,MD,10.5,-0.2,19.1
2020-04-28,ML,18.5,14.7,22.3
2020-04-28,NC,11.6,2.2,21.8
2020-04-28,PV,12.3,5.2,18.4
2020-04-28,RI,11,1.8,19.6
2020-04-28,VC,15.7,4.6,27
2020-04-29,AN,15.9,4.6,29
2020-04-29,AR,12.2,-2.5,26.4
2020-04-29,AS,12.6,3.6,19.3
2020-04-29,CB,11.9,1.9,20.8
2020-04-29,CE,17.9,14.1,21.7
2020-04-29,CL,10,-1.1,20.1
2020-04-29,CM,12.2,0.1,23.2
2020-04-29,CN,17.4,3,26.9
2020-04-29,CT,13.6,0.6,25.8
2020-04-29,EX,12.7,3.7,23.3
2020-04-29,GA,12.1,5.4,17.6
2020-04-29,IB,17.5,8,25.8
2020-04-29,MC,17.1,4,26.3
2020-04-29,MD,11.8,1.7,21.4
2020-04-29,ML,19.6,16.5,22.8
2020-04-29,NC,12.6,3.6,24.2
2020-04-29,PV,13,4.1,23.3
2020-04-29,RI,12.3,2.4,23.7
2020-04-29,VC,17,3,28.9
2020-04-30,AN,17,5.6,28.7
2020-04-30,AR,14.6,-0.9,24.8
2020-04-30,AS,14.4,3.2,22.2
2020-04-30,CB,13.5,1.9,21.5
2020-04-30,CE,18.9,15.2,22.6
2020-04-30,CL,10.6,0.1,20
2020-04-30,CM,14.1,6.7,22.5
2020-04-30,CN,18.3,2.9,28.7
2020-04-30,CT,15.8,4.8,25.9
2020-04-30,EX,14.4,5,23.2
2020-04-30,GA,12.6,4.8,20.3
2020-04-30,IB,19,9.5,26.5
2020-04-30,MC,18.7,7,28.3
2020-04-30,MD,12.6,1.6,20.9
2020-04-30,ML,19.5,15.8,23.2
2020-04-30,NC,15.3,7,24.1
2020-04-30,PV,15.3,7.5,22.2
2020-04-30,RI,15.1,7.8,21.3
2020-04-30,VC,19.3,7.5,28.4
2020-05-01,AN,18.7,7.1,31
2020-05-01,AR,15.7,0.4,27.9
2020-05-01,AS,17.9,6.8,27
2020-05-01,CB,16,5.5,22.5
2020-05-01,CE,22.1,16.4,27.8
2020-05-01,CL,14.6,4.2,23.8
2020-05-01,CM,15.6,6.3,26.2
2020-05-01,CN,19,5.3,28.7
2020-05-01,CT,17,3.1,30.7
2020-05-01,EX,16.5,7.7,24.9
2020-05-01,GA,15.4,9.8,23.2
2020-05-01,IB,19.5,6.8,30.3
2020-05-01,MC,20.5,8,30.8
2020-05-01,MD,14.7,4.8,23.7
2020-05-01,ML,21.2,17.3,25.1
2020-05-01,NC,17.3,9.4,27.5
2020-05-01,PV,18,10,24.3
2020-05-01,RI,18.3,9.5,25.1
2020-05-01,VC,21.1,8.7,33.7
2020-05-02,AN,21.2,8.7,32.5
2020-05-02,AR,17.9,3.8,30.7
2020-05-02,AS,17.2,7.4,25.3
2020-05-02,CB,16.7,7.3,25
2020-05-02,CE,22.4,17.8,27.1
2020-05-02,CL,15.7,3.8,27.1
2020-05-02,CM,18.6,5.9,30.8
2020-05-02,CN,19.3,7.7,29.9
2020-05-02,CT,18.5,3.9,32.4
2020-05-02,EX,18.8,8.2,29.9
2020-05-02,GA,16.7,9,24.7
2020-05-02,IB,21.3,11.8,30.2
2020-05-02,MC,22.9,12.3,34.3
2020-05-02,MD,17.1,5.7,27.9
2020-05-02,ML,22.6,18.2,27
2020-05-02,NC,17.8,9.8,27.2
2020-05-02,PV,18.2,9.3,26.7
2020-05-02,RI,17.2,8.5,25
2020-05-02,VC,23.3,9,34.1
2020-05-03,AN,23.1,8.2,36.5
2020-05-03,AR,18.3,3.7,31.6
2020-05-03,AS,16.6,4.7,28.3
2020-05-03,CB,16.8,5.1,27.7
2020-05-03,CE,20.6,16.9,24.3
2020-05-03,CL,16.5,-0.2,33.3
2020-05-03,CM,19.9,4.5,33.6
2020-05-03,CN,19.4,3.2,29.9
2020-05-03,CT,18.2,3.6,29.5
2020-05-03,EX,21.6,8,34.9
2020-05-03,GA,18.1,5,31.8
2020-05-03,IB,20.5,8.8,30.5
2020-05-03,MC,21.9,9.7,32
2020-05-03,MD,18.4,4.5,31.4
2020-05-03,ML,22,17.8,26.2
2020-05-03,NC,17.8,5.7,28.8
2020-05-03,PV,18.4,5.9,31.4
2020-05-03,RI,17.5,7.4,29.3
2020-05-03,VC,21,7.2,30
2020-05-04,AN,22.9,10.2,36.3
2020-05-04,AR,20.2,5.9,33.8
2020-05-04,AS,21.3,8.4,34.5
2020-05-04,CB,20.7,5.8,35.3
2020-05-04,CE,22.6,18.7,26.4
2020-05-04,CL,18.2,4.8,30.7
2020-05-04,CM,21.5,6.8,34.6
2020-05-04,CN,18.5,2.4,27.8
2020-05-04,CT,19,5.8,32
2020-05-04,EX,20.9,10.2,31.5
2020-05-04,GA,17.9,9.5,28.8
2020-05-04,IB,20.2,8.4,31.3
2020-05-04,MC,21.6,8.3,33.3
2020-05-04,MD,20.7,6.9,32.8
2020-05-04,ML,21.8,17.9,25.6
2020-05-04,NC,20.4,6.4,32.3
2020-05-04,PV,21.8,8.4,32.8
2020-05-04,RI,19.9,9.9,31.8
2020-05-04,VC,20.1,7,31.4
2020-05-05,AN,20.4,8,33.9
2020-05-05,AR,18.4,5.2,29.3
2020-05-05,AS,16.2,5.5,24.4
2020-05-05,CB,16.4,6.5,26.3
2020-05-05,CE,22.1,17.5,26.6
2020-05-05,CL,14,3.2,24.9
2020-05-05,CM,18.2,5.8,30.8
2020-05-05,CN,18.3,6.5,27.3
2020-05-05,CT,18.9,8,29.9
2020-05-05,EX,16.9,7.3,25.4
2020-05-05,GA,15.7,7,23.8
2020-05-05,IB,21.2,8.6,32.5
2020-05-05,MC,22.3,11,32.2
2020-05-05,MD,16,4.9,26.1
2020-05-05,ML,23.6,18.9,28.3
2020-05-05,NC,18.7,10.4,27.8
2020-05-05,PV,18.7,8.7,28.1
2020-05-05,RI,17.6,8,27.1
2020-05-05,VC,20.9,9.4,31.4
2020-05-06,AN,20.6,7.6,34.2
2020-05-06,AR,17.5,2.3,31
2020-05-06,AS,15.7,4.4,24.3
2020-05-06,CB,15.3,2.7,26.8
2020-05-06,CE,23.1,18,28.3
2020-05-06,CL,14,-1,28.2
2020-05-06,CM,17.9,2,32.3
2020-05-06,CN,18.1,5.6,27.4
2020-05-06,CT,18.8,3.1,30.8
2020-05-06,EX,17.5,6.2,27.1
2020-05-06,GA,15.8,4.1,26.2
2020-05-06,IB,20.5,9.6,29.6
2020-05-06,MC,21.3,10.1,30.6
2020-05-06,MD,15.4,2.2,27.7
2020-05-06,ML,23.6,19.1,28
2020-05-06,NC,17.7,6.4,29.9
2020-05-06,PV,17.2,4.8,26.8
2020-05-06,RI,16.8,6,28.3
2020-05-06,VC,20.3,6.6,29.5
2020-05-07,AN,21.6,10.9,32.4
2020-05-07,AR,18.1,5.5,30.7
2020-05-07,AS,16.1,6.4,25.3
2020-05-07,CB,16.7,6,27.3
2020-05-07,CE,19.9,18,21.8
2020-05-07,CL,16.9,3.2,30.7
2020-05-07,CM,19.1,7,30.1
2020-05-07,CN,17.8,2.9,26.5
2020-05-07,CT,18.7,6.2,28.3
2020-05-07,EX,20.3,9.4,31.1
2020-05-07,GA,17.6,6.1,30.3
2020-05-07,IB,20.1,8,30.9
2020-05-07,MC,20.4,10.8,29.8
2020-05-07,MD,17.9,4.7,28.3
2020-05-07,ML,19.5,17.7,21.3
2020-05-07,NC,18.6,7,29.2
2020-05-07,PV,18.4,7.8,28.9
2020-05-07,RI,17.9,9.5,28.7
2020-05-07,VC,19.2,7.9,27.9
2020-05-08,AN,20,8.8,30.9
2020-05-08,AR,18.1,4.6,29.7
2020-05-08,AS,16.9,8.6,26
2020-05-08,CB,19,9.8,28.4
2020-05-08,CE,19.6,16.8,22.5
2020-05-08,CL,17.6,5.7,29.4
2020-05-08,CM,19.2,4.5,30.8
2020-05-08,CN,18.3,2.9,27.1
2020-05-08,CT,18.2,6.1,28.1
2020-05-08,EX,20,8.9,30.1
2020-05-08,GA,17.1,8.4,27.1
2020-05-08,IB,20.3,12.6,28.2
2020-05-08,MC,20.1,9.2,27.8
2020-05-08,MD,18.7,6.4,29.8
2020-05-08,ML,20.1,17.7,22.4
2020-05-08,NC,20.6,11.6,29.5
2020-05-08,PV,21.3,11.9,29.8
2020-05-08,RI,18.6,8.5,28
2020-05-08,VC,18.3,6.7,27
2020-05-09,AN,18.1,9.3,28
2020-05-09,AR,17.3,3.4,27
2020-05-09,AS,14.1,6.2,21.5
2020-05-09,CB,15.9,8.3,24.9
2020-05-09,CE,19.6,16.5,22.6
2020-05-09,CL,14.4,1.5,24.3
2020-05-09,CM,17.8,7.8,27.2
2020-05-09,CN,18.7,4.1,29
2020-05-09,CT,15.9,5.5,28.1
2020-05-09,EX,16.2,6.8,25.4
2020-05-09,GA,15.1,7.3,22.3
2020-05-09,IB,20,11.5,26.5
2020-05-09,MC,19.9,10.9,26.8
2020-05-09,MD,16.2,4.7,25.4
2020-05-09,ML,20.4,17.7,23.1
2020-05-09,NC,18.5,8.9,28.3
2020-05-09,PV,18.8,8.1,27.6
2020-05-09,RI,17.6,9.4,27.5
2020-05-09,VC,19,8.9,26.8
2020-05-10,AN,15.9,5,25
2020-05-10,AR,12.9,-0.2,20.4
2020-05-10,AS,12.8,4.8,17.9
2020-05-10,CB,13.4,7.6,17.4
2020-05-10,CE,18.3,15.9,20.7
2020-05-10,CL,11.7,0,20.5
2020-05-10,CM,13.4,5.2,20.3
2020-05-10,CN,18.9,3.9,28.9
2020-05-10,CT,14.7,4.3,21.9
2020-05-10,EX,14,5.1,22.7
2020-05-10,GA,14.1,5.5,22.6
2020-05-10,IB,18.1,9.3,23.6
2020-05-10,MC,18.9,9.4,26.9
2020-05-10,MD,12.7,1,21.3
2020-05-10,ML,19.3,16,22.5
2020-05-10,NC,14,8.1,18.4
2020-05-10,PV,13.9,8.6,18.8
2020-05-10,RI,13.5,4.8,19
2020-05-10,VC,18.2,9.1,27.4
2020-05-11,AN,16.9,4.7,26.6
2020-05-11,AR,14.2,-0.1,25.6
2020-05-11,AS,13.3,3.1,20.1
2020-05-11,CB,13.8,4.3,20.7
2020-05-11,CE,20.4,16.1,24.8
2020-05-11,CL,12.3,0.9,23
2020-05-11,CM,14,2.4,22.1
2020-05-11,CN,19.3,1.8,29.3
2020-05-11,CT,15.9,3.6,27.4
2020-05-11,EX,15,6.3,21.9
2020-05-11,GA,15.1,4.1,26.2
2020-05-11,IB,19.5,10.2,25.8
2020-05-11,MC,19.5,8.6,28.2
2020-05-11,MD,13.1,2.4,21.3
2020-05-11,ML,20.4,16.1,24.8
2020-05-11,NC,14.7,7.5,24.6
2020-05-11,PV,14.5,8,20.8
2020-05-11,RI,15.1,4.5,24.6
2020-05-11,VC,18.9,7.4,29.3
2020-05-12,AN,14.7,3.8,23.5
2020-05-12,AR,12.6,0.6,23.8
2020-05-12,AS,11.5,4.8,15.5
2020-05-12,CB,11.7,6.2,18
2020-05-12,CE,16.7,13.5,19.9
2020-05-12,CL,11.7,0.9,20.5
2020-05-12,CM,11.5,2.6,21.1
2020-05-12,CN,18,0.4,28.9
2020-05-12,CT,14.9,2.8,24.4
2020-05-12,EX,13.4,5.9,20.1
2020-05-12,GA,14.6,7.8,23.3
2020-05-12,IB,19.8,8.9,28.3
2020-05-12,MC,18.1,6.2,25.4
2020-05-12,MD,11.1,2,17.8
2020-05-12,ML,18.1,15.1,21
2020-05-12,NC,13.8,6.8,21.6
2020-05-12,PV,12,5.6,18.4
2020-05-12,RI,13.2,4.1,19.9
2020-05-12,VC,17.6,7.3,25.9
2020-05-13,AN,15.4,3.5,24.7
2020-05-13,AR,12.7,-0.9,22.5
2020-05-13,AS,12.3,5.4,17.3
2020-05-13,CB,12.5,4.4,17.7
2020-05-13,CE,17.1,13.4,20.7
2020-05-13,CL,12.3,1.2,21.7
2020-05-13,CM,13.2,4.4,23.6
2020-05-13,CN,18.4,1.4,30.8
2020-05-13,CT,16.6,5.3,26.4
2020-05-13,EX,14.2,6.1,21.8
2020-05-13,GA,15,7.2,24.9
2020-05-13,IB,18.7,7.3,26.9
2020-05-13,MC,16.6,4.4,26.3
2020-05-13,MD,12.5,1.9,20.5
2020-05-13,ML,17.9,14.5,21.3
2020-05-13,NC,13.6,7.6,21.9
2020-05-13,PV,13.4,7.7,19.1
2020-05-13,RI,13.4,3.8,21.1
2020-05-13,VC,16.8,3.7,27.5
2020-05-14,AN,14,3.5,23.3
2020-05-14,AR,11.6,0.2,20
2020-05-14,AS,11.6,5.5,14.8
2020-05-14,CB,12.4,2.9,17.4
2020-05-14,CE,16.8,12.4,21.1
2020-05-14,CL,10.8,0.5,18.6
2020-05-14,CM,11,3.8,18.5
2020-05-14,CN,17.4,-1.1,28.6
2020-05-14,CT,13.9,4.2,20.3
2020-05-14,EX,12.4,4.2,19.5
2020-05-14,GA,13.2,6.1,20.3
2020-05-14,IB,16.1,5.6,21.9
2020-05-14,MC,16.3,7.3,24.3
2020-05-14,MD,10.4,0.9,16.7
2020-05-14,ML,18.5,13.7,23.2
2020-05-14,NC,12.5,5.2,21.6
2020-05-14,PV,12.6,8,15.9
2020-05-14,RI,12,3.3,17.7
2020-05-14,VC,14.7,6.4,23.4
2020-05-15,AN,15.2,4.6,24.9
2020-05-15,AR,12.6,0.3,21.3
2020-05-15,AS,10.8,2.2,16.6
2020-05-15,CB,10.7,0.3,17.1
2020-05-15,CE,16.9,14.7,19.1
2020-05-15,CL,10.4,1.8,20
2020-05-15,CM,12,4.2,20.4
2020-05-15,CN,16.9,-2.3,26.2
2020-05-15,CT,15,4.2,24.6
2020-05-15,EX,14.6,6.3,22.6
2020-05-15,GA,13.5,4.9,22.9
2020-05-15,IB,17.6,8.5,25
2020-05-15,MC,15.4,6.4,22.6
2020-05-15,MD,12,1.4,20.1
2020-05-15,ML,18,13.7,22.2
2020-05-15,NC,11.8,6.2,16.9
2020-05-15,PV,12,7.3,17.4
2020-05-15,RI,10,1,15.3
2020-05-15,VC,14.7,5.3,22.9
2020-05-16,AN,16.3,5.2,26.8
2020-05-16,AR,12.7,-0.8,22.3
2020-05-16,AS,11.8,0.8,18.4
2020-05-16,CB,11.6,-0.2,19.6
2020-05-16,CE,18.4,14.5,22.2
2020-05-16,CL,10.9,0.1,23.5
2020-05-16,CM,13.6,5,23.6
2020-05-16,CN,17.6,2.1,26.6
2020-05-16,CT,15.6,3,25.2
2020-05-16,EX,15.8,6.5,25.7
2020-05-16,GA,14.3,2.3,26
2020-05-16,IB,18.8,8.9,25.1
2020-05-16,MC,16.7,5.6,24.6
2020-05-16,MD,13.3,2.7,21.4
2020-05-16,ML,19.1,16,22.3
2020-05-16,NC,13.5,6.2,20.3
2020-05-16,PV,13.6,6.9,20.1
2020-05-16,RI,10.6,0.6,19.3
2020-05-16,VC,16.2,5.4,25.8
2020-05-17,AN,17.4,6.5,28.4
2020-05-17,AR,14.3,-0.6,25.2
2020-05-17,AS,13.1,0.9,22.7
2020-05-17,CB,12,-0.4,22.2
2020-05-17,CE,18.5,15.1,21.9
2020-05-17,CL,11.7,-2.2,27
2020-05-17,CM,15,2,26.7
2020-05-17,CN,17.2,4,25.2
2020-05-17,CT,16.7,3.6,27.4
2020-05-17,EX,17.3,6.3,26.9
2020-05-17,GA,15.9,2.8,29.6
2020-05-17,IB,18.4,9,25.1
2020-05-17,MC,17.5,9.2,24.1
2020-05-17,MD,13.9,1.4,24.9
2020-05-17,ML,17.7,14,21.4
2020-05-17,NC,14.1,6,23.2
2020-05-17,PV,13.3,2.8,21.4
2020-05-17,RI,12.7,1.4,22.7
2020-05-17,VC,17.2,5.2,25.2
2020-05-18,AN,19.1,6.2,31
2020-05-18,AR,15.3,1.7,27.8
2020-05-18,AS,15,4.5,25.4
2020-05-18,CB,13.7,0.2,24.8
2020-05-18,CE,18.9,14.9,22.9
2020-05-18,CL,14,-0.7,30
2020-05-18,CM,16.8,2.3,29.2
2020-05-18,CN,17.9,4.3,27
2020-05-18,CT,16.9,1.9,29.7
2020-05-18,EX,19.2,8,30.2
2020-05-18,GA,17,4.5,30.2
2020-05-18,IB,18.9,8.8,26.8
2020-05-18,MC,19.9,8.1,30.9
2020-05-18,MD,16.7,1.1,29.2
2020-05-18,ML,19.2,14.7,23.6
2020-05-18,NC,14.7,4.6,25.2
2020-05-18,PV,14.1,2.5,23.5
2020-05-18,RI,14.4,2.8,24.9
2020-05-18,VC,18.7,3.8,29.3
2020-05-19,AN,21.6,8.7,34
2020-05-19,AR,17.1,3.6,30.1
2020-05-19,AS,16.9,8.2,27.2
2020-05-19,CB,15.5,3.1,26.6
2020-05-19,CE,21.1,17,25.1
2020-05-19,CL,16,1.8,31
2020-05-19,CM,18.7,3.7,31.4
2020-05-19,CN,19,3.9,29.1
2020-05-19,CT,19.1,3.9,32.3
2020-05-19,EX,21.5,9.7,32.4
2020-05-19,GA,18,3.5,32.6
2020-05-19,IB,20,8.8,29.8
2020-05-19,MC,21.8,9.9,33.2
2020-05-19,MD,18.3,3,31.1
2020-05-19,ML,21.1,16.1,26.1
2020-05-19,NC,16.7,6.2,27.6
2020-05-19,PV,15.9,4.4,26.4
2020-05-19,RI,16.5,5.7,27.4
2020-05-19,VC,20.4,6.2,32.3
2020-05-20,AN,22.9,9.8,35.5
2020-05-20,AR,18.8,4,31.3
2020-05-20,AS,17.5,8.8,28.7
2020-05-20,CB,17.5,3.7,31.1
2020-05-20,CE,23.2,18.1,28.2
2020-05-20,CL,17.4,0.8,31.5
2020-05-20,CM,20.3,3.5,33.1
2020-05-20,CN,19.8,5.7,30.1
2020-05-20,CT,19.9,4.2,32.3
2020-05-20,EX,22.4,11.3,33
2020-05-20,GA,18.2,7.4,31.9
2020-05-20,IB,20.8,8.6,30.2
2020-05-20,MC,23.4,10.8,34.6
2020-05-20,MD,19.9,4,32.5
2020-05-20,ML,22.9,17.7,28.1
2020-05-20,NC,18.6,5.5,31.1
2020-05-20,PV,17.9,4.6,29.6
2020-05-20,RI,18.4,6.2,30.4
2020-05-20,VC,21.7,7.2,32.7
2020-05-21,AN,23.5,11,36.3
2020-05-21,AR,20.1,5.4,33.2
2020-05-21,AS,18,9,30.3
2020-05-21,CB,18.1,4.6,30.5
2020-05-21,CE,25.4,21,29.8
2020-05-21,CL,18.7,2.3,32.8
2020-05-21,CM,21.3,6.2,34.9
2020-05-21,CN,19.3,7.2,29.2
2020-05-21,CT,20.9,4.9,32.6
2020-05-21,EX,22.6,11.4,33.8
2020-05-21,GA,18.6,8.3,33
2020-05-21,IB,21.2,8.1,32.3
2020-05-21,MC,23.2,12.1,32.9
2020-05-21,MD,20.5,4.9,32.6
2020-05-21,ML,25.8,19.7,31.8
2020-05-21,NC,20,7,32.5
2020-05-21,PV,19.1,5.8,31.8
2020-05-21,RI,19.6,6.9,32.3
2020-05-21,VC,22.1,8.6,33.1
2020-05-22,AN,24.4,11.7,37.3
2020-05-22,AR,21.7,7.8,35.4
2020-05-22,AS,17.9,9.1,26
2020-05-22,CB,17.3,7.5,30.1
2020-05-22,CE,21.7,17.6,25.8
2020-05-22,CL,19.7,5.3,32.6
2020-05-22,CM,22.7,7,36.4
2020-05-22,CN,20.2,7.8,32.7
2020-05-22,CT,21.5,7.6,34.2
2020-05-22,EX,22.9,9.2,34.6
2020-05-22,GA,17.4,6.7,30
2020-05-22,IB,21.8,9.2,32
2020-05-22,MC,24.1,13.2,34.6
2020-05-22,MD,21.7,7.2,33.7
2020-05-22,ML,24.1,19.5,28.8
2020-05-22,NC,20.9,8.1,34
